DATE,TIME,TYPE,REF #,DESCRIPTION,Misc Fees,Fees,AMOUNT,BALANCE
4/25/24,10:43:25,TRD,1000430191323,BOT +19 SPY 100 25 APR 24 498 PUT @1.17 CBOE,-0.21,-12.35,"-2,223.00","216,309.54"
4/25/24,10:43:25,TRD,1000430191323,BOT +9 SPY 100 25 APR 24 498 PUT @1.17 CBOE,-0.10,-5.85,"-1,053.00","215,250.59"
4/25/24,10:43:25,TRD,1000430191323,BOT +7 SPY 100 25 APR 24 498 PUT @1.17 CBOE,-0.07,-4.55,-819.00,"214,426.97"
4/25/24,10:43:25,TRD,1000430191323,BOT +4 SPY 100 25 APR 24 498 PUT @1.17 CBOE,-0.05,-2.60,-468.00,"213,956.32"
4/25/24,10:44:13,TRD,1000430191330,SOLD -2 SPY 100 25 APR 24 498 PUT @1.13,-0.03,-1.30,226.00,"214,180.99"
4/25/24,10:44:13,TRD,1000430191330,SOLD -37 SPY 100 25 APR 24 498 PUT @1.14,-0.55,-24.05,"4,218.00","218,374.39"
4/25/24,10:46:02,TRD,1000430191357,BOT +8 SPY 100 25 APR 24 500 CALL @1.04 CBOE,-0.09,-5.20,-832.00,"217,537.10"
4/25/24,10:46:02,TRD,1000430191357,BOT +5 SPY 100 25 APR 24 500 CALL @1.04 CBOE,-0.05,-3.25,-520.00,"217,013.80"
4/25/24,10:46:02,TRD,1000430191357,BOT +8 SPY 100 25 APR 24 500 CALL @1.04 CBOE,-0.09,-5.20,-832.00,"216,176.51"
4/25/24,10:46:02,TRD,1000430191357,BOT +8 SPY 100 25 APR 24 500 CALL @1.04 CBOE,-0.09,-5.20,-832.00,"215,339.22"
4/25/24,10:46:02,TRD,1000430191357,BOT +8 SPY 100 25 APR 24 500 CALL @1.04 CBOE,-0.09,-5.20,-832.00,"214,501.93"
4/25/24,10:46:02,TRD,1000430191357,BOT +2 SPY 100 25 APR 24 500 CALL @1.03 CBOE,-0.02,-1.30,-206.00,"214,294.61"
4/25/24,10:46:15,TRD,1000430191362,SOLD -39 SPY 100 25 APR 24 500 CALL @.98 CBOE,-0.57,-25.35,"3,822.00","218,090.69"
4/25/24,10:48:48,TRD,1000430191379,BOT +6 SPY 100 25 APR 24 498 PUT @1.20 CBOE,-0.07,-3.90,-720.00,"217,366.72"
4/25/24,10:48:48,TRD,1000430191379,BOT +33 SPY 100 25 APR 24 498 PUT @1.20 CBOE,-0.36,-21.45,"-3,960.00","213,384.91"
4/25/24,10:49:59,TRD,1000430191389,SOLD -16 SPY 100 25 APR 24 498 PUT @1.28,-0.24,-10.40,"2,048.00","215,422.27"
4/25/24,10:49:59,TRD,1000430191389,SOLD -1 SPY 100 25 APR 24 498 PUT @1.28,-0.02,-0.65,128.00,"215,549.60"
4/25/24,10:49:59,TRD,1000430191389,SOLD -22 SPY 100 25 APR 24 498 PUT @1.29,-0.32,-14.30,"2,838.00","218,372.98"
4/25/24,10:50:13,TRD,1000430191392,BOT +8 SPY 100 25 APR 24 498 PUT @1.17 CBOE,-0.09,-5.20,-936.00,"217,431.69"
4/25/24,10:50:13,TRD,1000430191392,BOT +5 SPY 100 25 APR 24 498 PUT @1.17 CBOE,-0.05,-3.25,-585.00,"216,843.39"
4/25/24,10:50:13,TRD,1000430191392,BOT +26 SPY 100 25 APR 24 498 PUT @1.16 CBOE,-0.29,-16.90,"-3,016.00","213,810.20"
4/25/24,10:50:40,TRD,1000430191397,SOLD -39 SPY 100 25 APR 24 498 PUT @1.20,-0.58,-25.35,"4,680.00","218,464.27"
4/25/24,10:52:08,TRD,1000430191421,BOT +31 SPY 100 25 APR 24 498 PUT @1.24 CBOE,-0.34,-20.15,"-3,844.00","214,599.78"
4/25/24,10:52:08,TRD,1000430191421,BOT +8 SPY 100 25 APR 24 498 PUT @1.24 CBOE,-0.09,-5.20,-992.00,"213,602.49"
4/25/24,10:52:33,TRD,1000430191429,SOLD -39 SPY 100 25 APR 24 498 PUT @1.31 CBOE,-0.58,-25.35,"5,109.00","218,685.56"
4/25/24,10:53:13,TRD,1000430191448,BOT +39 SPY 100 25 APR 24 499 CALL @1.20 CBOE,-0.43,-25.35,"-4,680.00","213,979.78"
4/25/24,10:54:05,TRD,1000430191459,SOLD -5 SPY 100 25 APR 24 499 CALL @1.14 CBOE,-0.06,-3.25,570.00,"214,546.47"
4/25/24,10:54:05,TRD,1000430191459,SOLD -8 SPY 100 25 APR 24 499 CALL @1.14 CBOE,-0.13,-5.20,912.00,"215,453.14"
4/25/24,10:54:06,TRD,1000430191459,SOLD -26 SPY 100 25 APR 24 499 CALL @1.15 CBOE,-0.39,-16.90,"2,990.00","218,425.85"
4/25/24,10:55:01,TRD,1000430191466,BOT +39 SPY 100 25 APR 24 498 PUT @1.38,-0.43,-25.35,"-5,382.00","213,018.07"
4/25/24,10:55:52,TRD,1000430191477,SOLD -39 SPY 100 25 APR 24 498 PUT @1.38 CBOE,-0.58,-25.35,"5,382.00","218,374.14"
4/25/24,11:01:45,TRD,1000430191556,BOT +6 SPY 100 25 APR 24 499 CALL @1.41,-0.07,-3.90,-846.00,"217,524.17"
4/25/24,11:01:45,TRD,1000430191556,BOT +3 SPY 100 25 APR 24 499 CALL @1.41,-0.03,-1.95,-423.00,"217,099.19"
4/25/24,11:01:46,TRD,1000430191556,BOT +15 SPY 100 25 APR 24 499 CALL @1.42,-0.16,-9.75,"-2,130.00","214,959.28"
4/25/24,11:01:46,TRD,1000430191556,BOT +7 SPY 100 25 APR 24 499 CALL @1.42,-0.08,-4.55,-994.00,"213,960.65"
4/25/24,11:01:46,TRD,1000430191556,BOT +5 SPY 100 25 APR 24 499 CALL @1.42,-0.06,-3.25,-710.00,"213,247.34"
4/25/24,11:01:46,TRD,1000430191556,BOT +3 SPY 100 25 APR 24 499 CALL @1.42,-0.03,-1.95,-426.00,"212,819.36"
4/25/24,11:03:03,TRD,1000430191573,SOLD -39 SPY 100 25 APR 24 499 CALL @1.44 CBOE,-0.58,-25.35,"5,616.00","218,409.43"
4/25/24,11:03:15,TRD,1000430191576,BOT +39 SPY 100 25 APR 24 499 CALL @1.50,-0.43,-25.35,"-5,850.00","212,533.65"
4/25/24,11:04:39,TRD,1000430191586,SOLD -15 SPY 100 25 APR 24 499 CALL @1.52,-0.22,-9.75,"2,280.00","214,803.68"
4/25/24,11:04:39,TRD,1000430191586,SOLD -7 SPY 100 25 APR 24 499 CALL @1.52,-0.11,-4.55,"1,064.00","215,863.02"
4/25/24,11:04:39,TRD,1000430191586,SOLD -7 SPY 100 25 APR 24 499 CALL @1.52,-0.11,-4.55,"1,064.00","216,922.36"
4/25/24,11:04:39,TRD,1000430191586,SOLD -7 SPY 100 25 APR 24 499 CALL @1.52,-0.10,-4.55,"1,064.00","217,981.71"
4/25/24,11:04:39,TRD,1000430191586,SOLD -3 SPY 100 25 APR 24 499 CALL @1.52,-0.05,-1.95,456.00,"218,435.71"
4/25/24,11:04:52,TRD,1000430191590,BOT +15 SPY 100 25 APR 24 499 CALL @1.48 CBOE,-0.16,-9.75,"-2,220.00","216,205.80"
4/25/24,11:04:52,TRD,1000430191590,BOT +24 SPY 100 25 APR 24 499 CALL @1.49 CBOE,-0.27,-15.60,"-3,576.00","212,613.93"
4/25/24,11:05:09,TRD,1000430191593,SOLD -39 SPY 100 25 APR 24 499 CALL @1.45,-0.59,-25.35,"5,655.00","218,242.99"
4/25/24,11:05:27,TRD,1000430191601,BOT +39 SPY 100 25 APR 24 498 PUT @1.12 CBOE,-0.43,-25.35,"-4,368.00","213,849.21"
4/25/24,11:06:22,TRD,1000430191622,SOLD -39 SPY 100 25 APR 24 498 PUT @1.07,-0.57,-25.35,"4,173.00","217,996.29"
4/25/24,11:07:11,TRD,1000430191632,BOT +8 SPY 100 25 APR 24 500 CALL @1.04 CBOE,-0.09,-5.20,-832.00,"217,159.00"
4/25/24,11:07:11,TRD,1000430191632,BOT +31 SPY 100 25 APR 24 500 CALL @1.04 CBOE,-0.34,-20.15,"-3,224.00","213,914.51"
4/25/24,11:07:36,TRD,1000430191636,SOLD -39 SPY 100 25 APR 24 500 CALL @1.06 NASDAQ,-0.57,-25.35,"4,134.00","218,022.59"
4/25/24,11:08:16,TRD,1000430191640,BOT +5 SPY 100 25 APR 24 500 CALL @1.04 CBOE,-0.05,-3.25,-520.00,"217,499.29"
4/25/24,11:08:16,TRD,1000430191640,BOT +8 SPY 100 25 APR 24 500 CALL @1.04 CBOE,-0.09,-5.20,-832.00,"216,662.00"
4/25/24,11:08:16,TRD,1000430191640,BOT +15 SPY 100 25 APR 24 500 CALL @1.04 CBOE,-0.17,-9.75,"-1,560.00","215,092.08"
4/25/24,11:08:16,TRD,1000430191640,BOT +11 SPY 100 25 APR 24 500 CALL @1.04 CBOE,-0.12,-7.15,"-1,144.00","213,940.81"
4/25/24,11:08:47,TRD,1000430191644,SOLD -1 SPY 100 25 APR 24 500 CALL @1.04 CBOE,-0.01,-0.65,104.00,"214,044.15"
4/25/24,11:08:47,TRD,1000430191644,SOLD -38 SPY 100 25 APR 24 500 CALL @1.04 CBOE,-0.56,-24.70,"3,952.00","217,970.89"
4/25/24,11:10:12,TRD,1000430191655,BOT +39 SPY 100 25 APR 24 500 CALL @1.07,-0.43,-25.35,"-4,173.00","213,772.11"
4/25/24,11:11:12,TRD,1000430191658,SOLD -39 SPY 100 25 APR 24 500 CALL @1.10 CBOE,-0.57,-25.35,"4,290.00","218,036.19"
4/25/24,11:11:29,TRD,1000430191660,BOT +39 SPY 100 25 APR 24 500 CALL @1.08,-0.43,-25.35,"-4,212.00","213,798.41"
4/25/24,11:12:38,TRD,1000430191676,SOLD -31 SPY 100 25 APR 24 500 CALL @1.08 CBOE,-0.46,-20.15,"3,348.00","217,125.80"
4/25/24,11:12:38,TRD,1000430191676,SOLD -8 SPY 100 25 APR 24 500 CALL @1.08 CBOE,-0.11,-5.20,864.00,"217,984.49"
4/25/24,11:13:04,TRD,1000430191682,BOT +39 SPY 100 25 APR 24 500 CALL @1.10 CBOE,-0.43,-25.35,"-4,290.00","213,668.71"
4/25/24,11:13:24,TRD,1000430191690,SOLD -39 SPY 100 25 APR 24 500 CALL @1.11 CBOE,-0.57,-25.35,"4,329.00","217,971.79"
4/25/24,11:14:28,TRD,1000430191704,BOT +24 SPY 100 25 APR 24 499 PUT @1.41 BOX,-0.26,-15.60,"-3,384.00","214,571.93"
4/25/24,11:14:28,TRD,1000430191704,BOT +15 SPY 100 25 APR 24 499 PUT @1.40,-0.17,-9.75,"-2,100.00","212,462.01"
4/25/24,11:15:21,TRD,1000430191712,SOLD -6 SPY 100 25 APR 24 499 PUT @1.37 CBOE,-0.10,-3.90,822.00,"213,280.01"
4/25/24,11:15:21,TRD,1000430191712,SOLD -9 SPY 100 25 APR 24 499 PUT @1.37 CBOE,-0.12,-5.85,"1,233.00","214,507.04"
4/25/24,11:15:21,TRD,1000430191712,SOLD -8 SPY 100 25 APR 24 499 PUT @1.37 CBOE,-0.12,-5.20,"1,096.00","215,597.72"
4/25/24,11:15:21,TRD,1000430191712,SOLD -5 SPY 100 25 APR 24 499 PUT @1.37 CBOE,-0.08,-3.25,685.00,"216,279.39"
4/25/24,11:15:21,TRD,1000430191712,SOLD -11 SPY 100 25 APR 24 499 PUT @1.37 CBOE,-0.16,-7.15,"1,507.00","217,779.08"
4/25/24,11:16:18,TRD,1000430191731,BOT +5 SPY 100 25 APR 24 499 PUT @1.52 CBOE,-0.05,-3.25,-760.00,"217,015.78"
4/25/24,11:16:18,TRD,1000430191731,BOT +8 SPY 100 25 APR 24 499 PUT @1.52 CBOE,-0.09,-5.20,"-1,216.00","215,794.49"
4/25/24,11:16:19,TRD,1000430191731,BOT +10 SPY 100 25 APR 24 499 PUT @1.53 CBOE,-0.11,-6.50,"-1,530.00","214,257.88"
4/25/24,11:16:19,TRD,1000430191731,BOT +8 SPY 100 25 APR 24 499 PUT @1.53 CBOE,-0.09,-5.20,"-1,224.00","213,028.59"
4/25/24,11:16:19,TRD,1000430191731,BOT +8 SPY 100 25 APR 24 499 PUT @1.53 CBOE,-0.09,-5.20,"-1,224.00","211,799.30"
4/25/24,11:18:23,TRD,1000430191757,SOLD -5 SPY 100 25 APR 24 499 PUT @1.50 CBOE,-0.07,-3.25,750.00,"212,545.98"
4/25/24,11:18:23,TRD,1000430191757,SOLD -8 SPY 100 25 APR 24 499 PUT @1.50 CBOE,-0.13,-5.20,"1,200.00","213,740.65"
4/25/24,11:18:23,TRD,1000430191757,SOLD -5 SPY 100 25 APR 24 499 PUT @1.50 CBOE,-0.07,-3.25,750.00,"214,487.33"
4/25/24,11:18:23,TRD,1000430191757,SOLD -13 SPY 100 25 APR 24 499 PUT @1.50 CBOE,-0.20,-8.45,"1,950.00","216,428.68"
4/25/24,11:18:23,TRD,1000430191757,SOLD -8 SPY 100 25 APR 24 499 PUT @1.50 CBOE,-0.12,-5.20,"1,200.00","217,623.36"
4/25/24,11:18:55,TRD,1000430191762,BOT +21 SPY 100 25 APR 24 499 PUT @1.54 BOX,-0.23,-13.65,"-3,234.00","214,375.48"
4/25/24,11:18:55,TRD,1000430191762,BOT +18 SPY 100 25 APR 24 499 PUT @1.53 CBOE,-0.20,-11.70,"-2,754.00","211,609.58"
4/25/24,11:20:10,TRD,1000430191782,SOLD -39 SPY 100 25 APR 24 499 PUT @1.35 CBOE,-0.58,-25.35,"5,265.00","216,848.65"
4/25/24,11:21:06,TRD,1000430191805,BOT +34 SPY 100 25 APR 24 500 CALL @1.06 CBOE,-0.37,-22.10,"-3,604.00","213,222.18"
4/25/24,11:21:06,TRD,1000430191805,BOT +5 SPY 100 25 APR 24 500 CALL @1.06 CBOE,-0.06,-3.25,-530.00,"212,688.87"
4/25/24,11:21:27,TRD,1000430191809,SOLD -28 SPY 100 25 APR 24 500 CALL @1.11 CBOE,-0.41,-18.20,"3,108.00","215,778.26"
4/25/24,11:21:27,TRD,1000430191809,SOLD -5 SPY 100 25 APR 24 500 CALL @1.11 CBOE,-0.07,-3.25,555.00,"216,329.94"
4/25/24,11:21:27,TRD,1000430191809,SOLD -6 SPY 100 25 APR 24 500 CALL @1.11 CBOE,-0.09,-3.90,666.00,"216,991.95"
4/25/24,11:22:08,TRD,1000430191813,BOT +39 SPY 100 25 APR 24 499 PUT @1.48,-0.43,-25.35,"-5,772.00","211,194.17"
4/25/24,11:23:41,TRD,1000430191839,SOLD -39 SPY 100 25 APR 24 499 PUT @1.28 CBOE,-0.58,-25.35,"4,992.00","216,160.24"
4/25/24,11:24:06,TRD,1000430191845,BOT +24 SPY 100 25 APR 24 500 CALL @1.17 CBOE,-0.26,-15.60,"-2,808.00","213,336.38"
4/25/24,11:24:06,TRD,1000430191845,BOT +9 SPY 100 25 APR 24 500 CALL @1.17 CBOE,-0.10,-5.85,"-1,053.00","212,277.43"
4/25/24,11:24:06,TRD,1000430191845,BOT +6 SPY 100 25 APR 24 500 CALL @1.17 CBOE,-0.07,-3.90,-702.00,"211,571.46"
4/25/24,11:24:36,TRD,1000430191855,SOLD -39 SPY 100 25 APR 24 500 CALL @1.19,-0.58,-25.35,"4,641.00","216,186.53"
4/25/24,11:24:50,TRD,1000430191860,BOT +39 SPY 100 25 APR 24 500 CALL @1.18 CBOE,-0.43,-25.35,"-4,602.00","211,558.75"
4/25/24,11:25:12,TRD,1000430191867,SOLD -22 SPY 100 25 APR 24 500 CALL @1.11 CBOE,-0.32,-14.30,"2,442.00","213,986.13"
4/25/24,11:25:12,TRD,1000430191867,SOLD -8 SPY 100 25 APR 24 500 CALL @1.11 CBOE,-0.12,-5.20,888.00,"214,868.81"
4/25/24,11:25:12,TRD,1000430191867,SOLD -5 SPY 100 25 APR 24 500 CALL @1.11 CBOE,-0.07,-3.25,555.00,"215,420.49"
4/25/24,11:25:12,TRD,1000430191867,SOLD -4 SPY 100 25 APR 24 500 CALL @1.11 CBOE,-0.06,-2.60,444.00,"215,861.83"
4/25/24,11:25:39,TRD,1000430191869,BOT +15 SPY 100 25 APR 24 500 CALL @1.14 CBOE,-0.16,-9.75,"-1,710.00","214,141.92"
4/25/24,11:25:39,TRD,1000430191869,BOT +9 SPY 100 25 APR 24 500 CALL @1.14 CBOE,-0.10,-5.85,"-1,026.00","213,109.97"
4/25/24,11:25:39,TRD,1000430191869,BOT +5 SPY 100 25 APR 24 500 CALL @1.14 CBOE,-0.06,-3.25,-570.00,"212,536.66"
4/25/24,11:25:39,TRD,1000430191869,BOT +5 SPY 100 25 APR 24 500 CALL @1.14 CBOE,-0.05,-3.25,-570.00,"211,963.36"
4/25/24,11:25:39,TRD,1000430191869,BOT +2 SPY 100 25 APR 24 500 CALL @1.14 CBOE,-0.03,-1.30,-228.00,"211,734.03"
4/25/24,11:25:39,TRD,1000430191869,BOT +1 SPY 100 25 APR 24 500 CALL @1.14 CBOE,-0.01,-0.65,-114.00,"211,619.37"
4/25/24,11:25:39,TRD,1000430191869,BOT +1 SPY 100 25 APR 24 500 CALL @1.14 CBOE,-0.01,-0.65,-114.00,"211,504.71"
4/25/24,11:25:39,TRD,1000430191869,BOT +1 SPY 100 25 APR 24 500 CALL @1.14 CBOE,-0.01,-0.65,-114.00,"211,390.05"
4/25/24,11:26:44,TRD,1000430191872,SOLD -39 SPY 100 25 APR 24 500 CALL @1.19,-0.58,-25.35,"4,641.00","216,005.12"
4/25/24,11:27:39,TRD,1000430191889,BOT +34 SPY 100 25 APR 24 500 CALL @1.16 CBOE,-0.37,-22.10,"-3,944.00","212,038.65"
4/25/24,11:27:39,TRD,1000430191889,BOT +5 SPY 100 25 APR 24 500 CALL @1.16 CBOE,-0.06,-3.25,-580.00,"211,455.34"
4/25/24,11:28:37,TRD,1000430191920,SOLD -5 SPY 100 25 APR 24 500 CALL @1.26 CBOE,-0.07,-3.25,630.00,"212,082.02"
4/25/24,11:28:37,TRD,1000430191920,SOLD -20 SPY 100 25 APR 24 500 CALL @1.26 CBOE,-0.30,-13.00,"2,520.00","214,588.72"
4/25/24,11:28:37,TRD,1000430191920,SOLD -8 SPY 100 25 APR 24 500 CALL @1.26 CBOE,-0.11,-5.20,"1,008.00","215,591.41"
4/25/24,11:28:37,TRD,1000430191920,SOLD -5 SPY 100 25 APR 24 500 CALL @1.26 CBOE,-0.09,-3.25,630.00,"216,218.07"
4/25/24,11:28:37,TRD,1000430191920,SOLD -1 SPY 100 25 APR 24 500 CALL @1.27 CBOE,-0.01,-0.65,127.00,"216,344.41"
4/25/24,11:30:30,TRD,1000430191959,BOT +4 SPY 100 25 APR 24 500 CALL @1.27 CBOE,-0.04,-2.60,-508.00,"215,833.77"
4/25/24,11:30:30,TRD,1000430191959,BOT +27 SPY 100 25 APR 24 500 CALL @1.27 CBOE,-0.30,-17.55,"-3,429.00","212,386.92"
4/25/24,11:30:30,TRD,1000430191959,BOT +5 SPY 100 25 APR 24 500 CALL @1.27 CBOE,-0.06,-3.25,-635.00,"211,748.61"
4/25/24,11:30:30,TRD,1000430191959,BOT +3 SPY 100 25 APR 24 500 CALL @1.27 CBOE,-0.03,-1.95,-381.00,"211,365.63"
4/25/24,11:31:04,TRD,1000430191967,SOLD -39 SPY 100 25 APR 24 500 CALL @1.16,-0.58,-25.35,"4,524.00","215,863.70"
4/25/24,11:32:02,TRD,1000430191977,BOT +5 SPY 100 25 APR 24 499 PUT @1.23,-0.05,-3.25,-615.00,"215,245.40"
4/25/24,11:32:02,TRD,1000430191977,BOT +28 SPY 100 25 APR 24 499 PUT @1.23 ISE,-0.31,-18.20,"-3,444.00","211,782.89"
4/25/24,11:32:02,TRD,1000430191977,BOT +6 SPY 100 25 APR 24 499 PUT @1.23 ISE,-0.07,-3.90,-738.00,"211,040.92"
4/25/24,11:32:34,TRD,1000430191990,SOLD -3 SPY 100 25 APR 24 499 PUT @1.26 CBOE,-0.04,-1.95,378.00,"211,416.93"
4/25/24,11:32:34,TRD,1000430191990,SOLD -36 SPY 100 25 APR 24 499 PUT @1.26 CBOE,-0.54,-23.40,"4,536.00","215,928.99"
4/25/24,11:33:03,TRD,1000431140001,BOT +39 SPY 100 25 APR 24 499 PUT @1.32,-0.43,-25.35,"-5,148.00","210,755.21"
4/25/24,11:33:21,TRD,1000431140008,SOLD -39 SPY 100 25 APR 24 499 PUT @1.42 CBOE,-0.58,-25.35,"5,538.00","216,267.28"
4/25/24,11:35:21,TRD,1000431140032,BOT +39 SPY 100 25 APR 24 500 CALL @1.12,-0.43,-25.35,"-4,368.00","211,873.50"
4/25/24,11:36:05,TRD,1000431140039,SOLD -39 SPY 100 25 APR 24 500 CALL @1.15 CBOE,-0.58,-25.35,"4,485.00","216,332.57"
4/25/24,11:37:03,TRD,1000431140051,BOT +26 SPY 100 25 APR 24 500 CALL @1.19 CBOE,-0.29,-16.90,"-3,094.00","213,221.38"
4/25/24,11:37:03,TRD,1000431140051,BOT +1 SPY 100 25 APR 24 500 CALL @1.19 CBOE,-0.01,-0.65,-119.00,"213,101.72"
4/25/24,11:37:03,TRD,1000431140051,BOT +5 SPY 100 25 APR 24 500 CALL @1.19 CBOE,-0.05,-3.25,-595.00,"212,503.42"
4/25/24,11:37:03,TRD,1000431140051,BOT +7 SPY 100 25 APR 24 500 CALL @1.19 CBOE,-0.08,-4.55,-833.00,"211,665.79"
4/25/24,11:37:24,TRD,1000431140059,SOLD -39 SPY 100 25 APR 24 500 CALL @1.20 CBOE,-0.58,-25.35,"4,680.00","216,319.86"
4/25/24,11:38:16,TRD,1000431140072,BOT +39 SPY 100 25 APR 24 500 CALL @1.17,-0.43,-25.35,"-4,563.00","211,731.08"
4/25/24,11:39:11,TRD,1000431140086,SOLD -35 SPY 100 25 APR 24 500 CALL @1.19 CBOE,-0.51,-22.75,"4,165.00","215,872.82"
4/25/24,11:39:11,TRD,1000431140086,SOLD -4 SPY 100 25 APR 24 500 CALL @1.19 CBOE,-0.07,-2.60,476.00,"216,346.15"
4/25/24,11:43:03,TRD,1000431140111,BOT +21 SPY 100 25 APR 24 500 CALL @1.22,-0.23,-13.65,"-2,562.00","213,770.27"
4/25/24,11:43:03,TRD,1000431140111,BOT +18 SPY 100 25 APR 24 500 CALL @1.22,-0.20,-11.70,"-2,196.00","211,562.37"
4/25/24,11:44:07,TRD,1000431140122,SOLD -1 SPY 100 25 APR 24 500 CALL @1.18 CBOE,-0.01,-0.65,118.00,"211,679.71"
4/25/24,11:44:07,TRD,1000431140122,SOLD -1 SPY 100 25 APR 24 500 CALL @1.18 CBOE,-0.02,-0.65,118.00,"211,797.04"
4/25/24,11:44:07,TRD,1000431140122,SOLD -11 SPY 100 25 APR 24 500 CALL @1.18 CBOE,-0.16,-7.15,"1,298.00","213,087.73"
4/25/24,11:44:07,TRD,1000431140122,SOLD -5 SPY 100 25 APR 24 500 CALL @1.18 CBOE,-0.08,-3.25,590.00,"213,674.40"
4/25/24,11:44:07,TRD,1000431140122,SOLD -16 SPY 100 25 APR 24 500 CALL @1.18 CBOE,-0.22,-10.40,"1,888.00","215,551.78"
4/25/24,11:44:08,TRD,1000431140122,SOLD -5 SPY 100 25 APR 24 500 CALL @1.18 CBOE,-0.09,-3.25,590.00,"216,138.44"
4/25/24,11:44:34,TRD,1000431140126,BOT +39 SPY 100 25 APR 24 499 PUT @1.18 CBOE,-0.43,-25.35,"-4,602.00","211,510.66"
4/25/24,11:46:19,TRD,1000431140138,SOLD -39 SPY 100 25 APR 24 499 PUT @1.19 CBOE,-0.58,-25.35,"4,641.00","216,125.73"
4/25/24,11:46:50,TRD,1000431140143,BOT +39 SPY 100 25 APR 24 499 PUT @1.27 CBOE,-0.43,-25.35,"-4,953.00","211,146.95"
4/25/24,11:47:58,TRD,1000431140166,SOLD -5 SPY 100 25 APR 24 499 PUT @1.17 CBOE,-0.06,-3.25,585.00,"211,728.64"
4/25/24,11:47:58,TRD,1000431140166,SOLD -1 SPY 100 25 APR 24 499 PUT @1.17 CBOE,-0.04,-0.65,117.00,"211,844.95"
4/25/24,11:47:58,TRD,1000431140166,SOLD -13 SPY 100 25 APR 24 499 PUT @1.17 CBOE,-0.18,-8.45,"1,521.00","213,357.32"
4/25/24,11:47:58,TRD,1000431140166,SOLD -5 SPY 100 25 APR 24 499 PUT @1.17 CBOE,-0.07,-3.25,585.00,"213,939.00"
4/25/24,11:47:58,TRD,1000431140166,SOLD -15 SPY 100 25 APR 24 499 PUT @1.18 CBOE,-0.23,-9.75,"1,770.00","215,699.02"
4/25/24,11:49:44,TRD,1000431140195,BOT +30 SPY 100 25 APR 24 499 PUT @1.24 BATS,-0.33,-19.50,"-3,720.00","211,959.19"
4/25/24,11:49:44,TRD,1000431140195,BOT +9 SPY 100 25 APR 24 499 PUT @1.23,-0.10,-5.85,"-1,107.00","210,846.24"
4/25/24,11:50:09,TRD,1000431140198,SOLD -1 SPY 100 25 APR 24 499 PUT @1.27 CBOE,-0.01,-0.65,127.00,"210,972.58"
4/25/24,11:50:09,TRD,1000431140198,SOLD -28 SPY 100 25 APR 24 499 PUT @1.27 CBOE,-0.42,-18.20,"3,556.00","214,509.96"
4/25/24,11:50:09,TRD,1000431140198,SOLD -4 SPY 100 25 APR 24 499 PUT @1.27 CBOE,-0.05,-2.60,508.00,"215,015.31"
4/25/24,11:50:09,TRD,1000431140198,SOLD -1 SPY 100 25 APR 24 499 PUT @1.27 CBOE,-0.01,-0.65,127.00,"215,141.65"
4/25/24,11:50:09,TRD,1000431140198,SOLD -5 SPY 100 25 APR 24 499 PUT @1.27 CBOE,-0.09,-3.25,635.00,"215,773.31"
4/25/24,11:50:56,TRD,1000431140210,BOT +39 SPY 100 25 APR 24 499 PUT @1.21 CBOE,-0.43,-25.35,"-4,719.00","211,028.53"
4/25/24,11:51:55,TRD,1000431140238,BOT +13 SPY 100 25 APR 24 499 PUT @1.07 CBOE,-0.14,-8.45,"-1,391.00","209,628.94"
4/25/24,11:51:55,TRD,1000431140238,BOT +20 SPY 100 25 APR 24 499 PUT @1.07 CBOE,-0.22,-13.00,"-2,140.00","207,475.72"
4/25/24,11:51:55,TRD,1000431140238,BOT +6 SPY 100 25 APR 24 499 PUT @1.07 CBOE,-0.07,-3.90,-642.00,"206,829.75"
4/25/24,11:52:02,TRD,1000431140248,SOLD -39 SPY 100 25 APR 24 499 PUT @1.07 CBOE,-0.57,-25.35,"4,173.00","210,976.83"
4/25/24,11:52:05,TRD,1000431140250,SOLD -39 SPY 100 25 APR 24 499 PUT @1.08,-0.57,-25.35,"4,212.00","215,162.91"
4/25/24,11:52:14,TRD,1000431140257,BOT +5 SPY 100 25 APR 24 499 PUT @1.11 CBOE,-0.05,-3.25,-555.00,"214,604.61"
4/25/24,11:52:14,TRD,1000431140257,BOT +25 SPY 100 25 APR 24 499 PUT @1.11 CBOE,-0.28,-16.25,"-2,775.00","211,813.08"
4/25/24,11:52:14,TRD,1000431140257,BOT +5 SPY 100 25 APR 24 499 PUT @1.11 CBOE,-0.05,-3.25,-555.00,"211,254.78"
4/25/24,11:52:14,TRD,1000431140257,BOT +4 SPY 100 25 APR 24 499 PUT @1.11 CBOE,-0.05,-2.60,-444.00,"210,808.13"
4/25/24,11:52:29,TRD,1000431140264,SOLD -39 SPY 100 25 APR 24 499 PUT @1.13,-0.58,-25.35,"4,407.00","215,189.20"
4/25/24,11:53:05,TRD,1000431140277,BOT +39 SPY 100 25 APR 24 500 CALL @1.09 CBOE,-0.43,-25.35,"-4,251.00","210,912.42"
4/25/24,11:53:30,TRD,1000431140290,SOLD -39 SPY 100 25 APR 24 500 CALL @1.12 CBOE,-0.57,-25.35,"4,368.00","215,254.50"
4/25/24,11:54:30,TRD,1000431140333,BOT +39 SPY 100 25 APR 24 499 PUT @1.06 CBOE,-0.43,-25.35,"-4,134.00","211,094.72"
